Layers,Mixes_per_Layer,Run,Target_Index,Entropy
3,3,8,12,9.976984663484084
3,3,9,12,10.04326048819442
3,3,10,12,9.957563184516623
3,3,11,12,9.885824139937311
3,3,12,12,10.012733775173988
3,3,13,12,9.904317263809684
3,3,14,12,9.949073395552197
3,3,0,13,9.942950749730572
3,3,1,13,9.999468816192866
3,3,2,13,9.910339666100988
3,3,3,13,9.98600927914719
3,3,4,13,9.999309706101922
3,3,5,13,9.917323349354861
3,3,6,13,10.018610228374575
3,3,7,13,10.0355780851709
3,3,8,13,9.993289717374086
3,3,9,13,10.032831662706386
3,3,10,13,9.959527639964746
3,3,11,13,9.913146104745861
3,3,12,13,10.074502497824376
3,3,13,13,10.002457790056052
3,3,14,13,10.008760672219283
3,3,0,14,9.958841410647773
3,3,1,14,9.943081987185806
3,3,2,14,9.98083525215283
3,3,3,14,9.939013482323196
3,3,4,14,10.04294821616383
3,3,5,14,10.005656654070979
3,3,6,14,10.019802368436258
3,3,7,14,10.066005188326951
3,3,8,14,9.986673887318611
3,3,9,14,10.058140683967212
3,3,10,14,9.955312874338544
3,3,11,14,9.953531189879017
3,3,12,14,10.049671408953463
3,3,13,14,9.994561239083621
3,3,14,14,9.984838432642638
3,3,0,15,9.883125979985167
3,3,1,15,9.862586193331204
3,3,2,15,9.945262096232945
3,3,3,15,10.035254643505079
3,3,4,15,9.921531408986727
3,3,5,15,9.945306867539237
3,3,6,15,10.043275635207682
3,3,7,15,10.03502054271331
3,3,8,15,9.94396875104363
3,3,9,15,9.968670539793635
3,3,10,15,9.935345919500758
3,3,11,15,9.921830890931108
3,3,12,15,10.00262873655128
3,3,13,15,9.974560454842965
3,3,14,15,9.994451928425141
3,3,0,16,9.837636800787793
3,3,1,16,9.729335546230022
3,3,2,16,9.9383142809429
3,3,3,16,9.896483546020454
3,3,4,16,9.928997370453818
3,3,5,16,9.991170647855801
3,3,6,16,10.055229245054672
3,3,7,16,10.033310102601753
3,3,8,16,9.985441462622001
3,3,9,16,9.873987370897895
3,3,10,16,9.946254988691601
3,3,11,16,9.916559862734623
3,3,12,16,9.95834281479397
3,3,13,16,9.95205169653301
3,3,14,16,9.990904299139451
3,3,0,17,9.884106050051921
3,3,1,17,9.46765461223602
3,3,2,17,9.951595341470235
3,3,3,17,9.789920403926708
3,3,4,17,9.848622408975757
3,3,5,17,9.890587186718795
3,3,6,17,9.917314712500767
3,3,7,17,9.969506386683912
3,3,8,17,9.933747360499527
3,3,9,17,9.941837994916499
3,3,10,17,9.944558711642646
3,3,11,17,9.880888536834115
3,3,12,17,9.889168749510608
3,3,13,17,9.886749287901116
3,3,14,17,9.910072201547933
3,3,0,18,9.787734138930901
3,3,1,18,8.90845679016551
3,3,2,18,9.876508446922047
3,3,3,18,9.571082706920143
3,3,4,18,9.724557876253076
3,3,5,18,9.803817035230045
3,3,6,18,9.79437686851383
3,3,7,18,9.833242589728297
3,3,8,18,9.941233500810144
3,3,9,18,9.86072189164196
3,3,10,18,9.881711709789633
3,3,11,18,9.796413135961126
3,3,12,18,9.894246681273366
3,3,13,18,9.818029026235408
3,3,14,18,9.781127298820767
3,3,0,19,9.654770663953148
3,3,1,19,7.780877975881475
3,3,2,19,9.799884990352327
3,3,3,19,9.131152901376309
3,3,4,19,9.412616908354222
3,3,5,19,9.537321220897399
3,3,6,19,9.529097243951385
3,3,7,19,9.643211869552937
3,3,8,19,9.77259523676178
3,3,9,19,9.685526342406094
3,3,10,19,9.779008318360814
3,3,11,19,9.546004169671688
3,3,12,19,9.861100663080741
3,3,13,19,9.580871179015443
3,3,14,19,9.560926963173376
3,3,0,20,9.330919388802782
3,3,1,20,5.57169790255894
3,3,2,20,9.48931651779606
3,3,3,20,7.852278726551304
3,3,4,20,8.674900887646213
3,3,5,20,9.080891718439796
3,3,6,20,8.86663013500022
3,3,7,20,9.151729571255387
3,3,8,20,9.618475080719875
3,3,9,20,9.413520183583486
3,3,10,20,9.684863651971938
3,3,11,20,9.064878105854643
3,3,12,20,9.642110274441169
3,3,13,20,9.104921916969388
3,3,14,20,9.110355958469377
3,3,0,21,8.694581336434613
3,3,1,21,2.676608729976263
3,3,2,21,8.831800311224193
3,3,3,21,5.8125653600124565
3,3,4,21,7.336519425144522
3,3,5,21,8.146967502106973
3,3,6,21,7.7027192600461785
3,3,7,21,8.292687237282651
3,3,8,21,9.188021269268447
3,3,9,21,8.805308124365249
3,3,10,21,9.330573298404065
3,3,11,21,8.047046401934388
3,3,12,21,9.171712666911745
3,3,13,21,8.071593118994915
3,3,14,21,7.8166653923708775
3,3,0,22,7.1126139269794075
3,3,1,22,0.1662045674470086
3,3,2,22,7.282859760241556
3,3,3,22,3.0334809443928705
3,3,4,22,5.478702267246595
3,3,5,22,6.47948517289151
3,3,6,22,5.333369890320951
3,3,7,22,6.327304122175692
3,3,8,22,8.264546470639381
3,3,9,22,7.485049472142843
3,3,10,22,8.520380887462006
3,3,11,22,6.063397979730669
3,3,12,22,8.34738939284747
